1993 9 1 0 0 0 0 0 1.1794894591844 8.58306971948257 58.9197087300814
1993 9 1 3 0 0 0 0 1.1569480352169 8.39081087538861 58.757966095892
1993 9 1 6 0 0 0 0 1.11736487571522 8.17326016617765 58.055729880004
1993 9 1 9 0 0 0 0 1.06076346974903 8.07563688579246 57.2995138221006
1993 9 1 12 0 0 0 0 1.03159933242048 8.01863294435602 56.6495277582236
1993 9 1 15 0 0 0 0 1.07073140790761 8.15076011431943 56.0498717980744
1993 9 1 18 0 0 0 0 1.14175888270096 8.43548169395898 56.330127773971
1993 9 1 21 0 0 0 0 1.19835650573975 8.52571710568112 57.094426784498
1993 9 2 0 0 0 0 0 1.22896364934208 8.51642303814186 57.6257837856087
1993 9 2 3 0 0 0 0 1.20947230410621 8.43772553509277 58.0740488383769
1993 9 2 6 0 0 0 0 1.18125109862399 8.3688865848661 58.0913132715224
1993 9 2 9 0 0 0 0 1.1541742200991 8.29427430878713 57.8103105863225
1993 9 2 12 0 0 0 0 1.13725675285484 8.23201009823532 57.2656143538232
1993 9 2 15 0 0 0 0 1.15217331509249 8.14484074597261 56.7549333978174
1993 9 2 18 0 0 0 0 1.17753802358683 8.0576559563194 56.2243490285338
1993 9 2 21 0 0 0 0 1.19204830543516 7.98643468795447 55.9150419335876
1993 9 3 0 0 0 0 0 1.19325431258359 7.94047859060521 55.4865242487539
1993 9 3 3 0 0 0 0 1.17269059395913 7.9384226241296 55.119734839891
1993 9 3 6 0 0 0 0 1.19383493790361 7.99779545161908 54.6266662631369
1993 9 3 9 0 0 0 0 1.20993163881388 8.1895267867462 54.5113363137364
1993 9 3 12 0 0 0 0 1.21072147773308 8.41577560332505 54.7668448060494
1993 9 3 15 0 0 0 0 1.20299769925496 8.55840561405619 55.1430611201652
1993 9 3 18 0 0 0 0 1.20092013058969 8.62349428745422 54.9733333130812
1993 9 3 21 0 0 0 0 1.18135427180831 8.62080984485692 54.3767414344585
1993 9 4 0 0 0 0 0 1.17405401907351 8.57877736513013 53.5303626473309
1993 9 4 3 0 0 0 0 1.18651022381454 8.58551421930355 52.7039982083411
1993 9 4 6 0 0 0 0 1.23307122630574 8.59510719970738 51.9692271822073
1993 9 4 9 0 0 0 0 1.28213541616792 8.73277875724116 51.9368569203178
1993 9 4 12 0 0 0 0 1.35069513409579 8.95106122299601 51.0303280657783
1993 9 4 15 0 0 0 0 1.27768997230168 8.64354460869456 51.2940819069054
1993 9 4 18 0 0 0 0 1.24371536733763 8.57924682328453 52.5018685824041
1993 9 4 21 0 0 0 0 1.21192524345641 8.4978223676931 53.1547185916694
1993 9 5 0 0 0 0 0 1.18086162434916 8.44343624589797 53.3178830196614
1993 9 5 3 0 0 0 0 1.12871086169722 8.37384629079411 53.3279216536055
1993 9 5 6 0 0 0 0 1.07681111215459 8.33378666607333 53.4229695848814
1993 9 5 9 0 0 0 0 1.02544398810798 8.30390445699106 53.5308492759318
1993 9 5 12 0 0 0 0 0.993119177178912 8.31567112527603 53.6838888947722
1993 9 5 15 0 0 0 0 0.971961873963274 8.30763304428661 53.960093926978
1993 9 5 18 0 0 0 0 0.951753615155251 8.2686320684308 54.2505366803179
1993 9 5 21 0 0 0 0 0.921157890478287 8.1949596275373 54.4038863151185
1993 9 6 0 0 0 0 0 0.875669212603813 8.10197792734586 54.3804095869643
1993 9 6 3 0 0 0 0 0.829128419646045 7.9863031466566 54.2848730817828
1993 9 6 6 0 0 0 0 0.768615530683632 7.84078510261009 54.1696502272976
1993 9 6 9 0 0 0 0 0.707801525455001 7.67508875843526 54.0321523460642
1993 9 6 12 0 0 0 0 0.661178554209292 7.49691567578961 53.7440817271241
1993 9 6 15 0 0 0 0 0.607187999099719 7.37041483079882 53.3832431666056
1993 9 6 18 0 0 0 0 0.566704947384274 7.27143814974181 52.9471599131089
1993 9 6 21 0 0 0 0 0.527132419579245 7.19922225421227 52.4287304336217
1993 9 7 0 0 0 0 0 0.488968793918737 7.11713003578197 51.9688550927108
1993 9 7 3 0 0 0 0 0.460898104790914 7.0132296982428 51.7275625679933
1993 9 7 6 0 0 0 0 0.42315654839672 6.97042813309659 51.6087703151279
1993 9 7 9 0 0 0 0 0.395013035552883 6.96558437446108 51.4603745985841
1993 9 7 12 0 0 0 0 0.3667210885756 6.9881405376997 51.35020464689
1993 9 7 15 0 0 0 0 0.366127602023322 7.19822353456048 51.2030592625681
1993 9 7 18 0 0 0 0 0.367201876777918 7.36070642073611 50.6909381353913
1993 9 7 21 0 0 0 0 0.357620477247506 7.36736795783485 50.6475092494309
